Customer Id,Recency,Frequency,Monetary,Diversity,Recency_z,Frequency_z,Monetary_z,Cluster,Customer Classify
2621,253,3,2221.600033,8,0.260776464,-0.177094184,0.305884555,0,Potential Customer
2622,344,7,2420.410042,8,0.774707609,1.468471633,0.439051655,0,Potential Customer
2623,236,3,1955.600044,6,0.164767349,-0.177094184,0.127712202,0,Potential Customer
2624,136,4,1590.650024,7,-0.39999215,0.23429727,-0.11673895,0,Potential Customer
2625,142,11,5283.36002,12,-0.36610658,3.114037449,2.356715401,3,Loyal Customer
2626,247,7,5477.840073,11,0.226890894,1.468471633,2.486982206,3,Loyal Customer
2627,273,7,4262.160084,12,0.373728364,1.468471633,1.672694335,3,Loyal Customer
2628,172,6,3531.020002,11,-0.19667873,1.057080178,1.182961424,3,Loyal Customer
2629,572,4,1699.790035,7,2.062359269,0.23429727,-0.04363469,2,Churn Customer
2630,117,7,4082.920067,10,-0.507296455,1.468471633,1.552635625,3,Loyal Customer
2631,212,3,1606.140018,6,0.029225069,-0.177094184,-0.106363429,0,Potential Customer
2632,423,3,2376.700039,6,1.220867614,-0.177094184,0.409773782,2,Churn Customer
2633,239,4,3591.310057,10,0.181710134,0.23429727,1.223344963,0,Potential Customer
2634,256,5,2334.370056,7,0.277719249,0.645688724,0.381420274,0,Potential Customer
2635,473,2,1420.380013,6,1.503247364,-0.588485638,-0.230789364,2,Churn Customer
2636,118,6,3401.640022,9,-0.50164886,1.057080178,1.096300009,3,Loyal Customer
2637,187,2,606.1400071,3,-0.111964805,-0.588485638,-0.776184341,1,New Customer
2638,186,5,2910.760017,9,-0.1176124,0.645688724,0.76749832,0,Potential Customer
2639,262,1,88,1,0.311604819,-0.999877092,-1.12324535,1,New Customer
2640,278,4,2193.020001,7,0.401966339,0.23429727,0.286741052,0,Potential Customer
2641,147,11,6395.098848,10,-0.337868605,3.114037449,3.101381309,3,Loyal Customer
2642,126,6,2374.460018,7,-0.4564681,1.057080178,0.408273369,0,Potential Customer
2643,143,5,1884.700005,10,-0.360458985,0.645688724,0.080221873,0,Potential Customer
2644,93,7,2954.190025,7,-0.642838735,1.468471633,0.796588647,3,Loyal Customer
2645,347,5,1432.11001,6,0.791650394,0.645688724,-0.222932366,0,Potential Customer
2646,200,8,4004.690048,11,-0.03854607,1.879863087,1.500235523,3,Loyal Customer
2647,443,2,477.3600082,3,1.333819514,-0.588485638,-0.862443877,2,Churn Customer
2648,295,3,1317.510044,5,0.497975454,-0.177094184,-0.299693819,0,Potential Customer
2649,149,5,1755.310013,6,-0.326573415,0.645688724,-0.006446248,0,Potential Customer
2650,193,3,780.0400085,3,-0.078079235,-0.177094184,-0.659702485,1,New Customer
2651,318,3,1658.990006,6,0.627870139,-0.177094184,-0.070963402,0,Potential Customer
2652,148,6,3871.790035,9,-0.33222101,1.057080178,1.411216316,3,Loyal Customer
2653,593,6,2895.490028,12,2.180958764,1.057080178,0.757270162,2,Churn Customer
2654,165,5,3756.470039,10,-0.236211895,0.645688724,1.333972572,3,Loyal Customer
2655,128,5,2591.930004,8,-0.44517291,0.645688724,0.553939312,0,Potential Customer
2656,285,6,2918.510025,8,0.441499504,1.057080178,0.772689437,0,Potential Customer
2657,262,5,2624.940025,9,0.311604819,0.645688724,0.576050114,0,Potential Customer
2658,648,3,1496.629997,8,2.491576489,-0.177094184,-0.17971553,2,Churn Customer
2659,287,3,1080.310005,6,0.452794694,-0.177094184,-0.458575364,0,Potential Customer
2660,154,5,2200.880024,10,-0.29833544,0.645688724,0.29200586,0,Potential Customer
2662,467,5,1133.360004,5,1.469361794,0.645688724,-0.423041365,2,Churn Customer
2663,132,5,2965.680031,8,-0.42258253,0.645688724,0.804284893,0,Potential Customer
2664,109,6,3168.60001,7,-0.552477215,1.057080178,0.940204937,3,Loyal Customer
2666,172,3,1835.800035,7,-0.19667873,-0.177094184,0.047467652,0,Potential Customer
2667,171,7,3234.020035,10,-0.202326325,1.468471633,0.984024637,3,Loyal Customer
2668,209,5,3802.820032,9,0.012282284,0.645688724,1.365018766,3,Loyal Customer
2669,145,7,4658.580048,11,-0.349163795,1.468471633,1.938224714,3,Loyal Customer
2670,399,5,3751.100027,9,1.085325334,0.645688724,1.330375626,0,Potential Customer
2671,149,1,156.5899963,1,-0.326573415,-0.999877092,-1.077302336,1,New Customer
2672,435,2,1294.000008,4,1.288638754,-0.588485638,-0.315441333,2,Churn Customer
2673,537,5,1770.170008,7,1.864693444,0.645688724,0.003507287,2,Churn Customer
2674,147,6,2912.060043,7,-0.337868605,1.057080178,0.768369104,0,Potential Customer
2675,212,5,2749.550022,7,0.029225069,0.645688724,0.659516495,0,Potential Customer
2676,190,7,3756.260042,10,-0.09502202,1.468471633,1.333831912,3,Loyal Customer
2677,499,1,109.1900024,1,1.650084834,-0.999877092,-1.109051843,2,Churn Customer
2678,102,4,2335.37001,6,-0.59201038,0.23429727,0.382090065,0,Potential Customer
2679,177,2,1576.169983,9,-0.168440755,-0.588485638,-0.126437985,1,New Customer
2680,121,7,4615.260044,10,-0.484706075,1.468471633,1.90920807,3,Loyal Customer
2681,229,5,2635.570049,8,0.125234184,0.645688724,0.583170326,0,Potential Customer
2682,488,2,731.6500091,4,1.587961289,-0.588485638,-0.692115118,2,Churn Customer
2683,414,9,5009.970074,9,1.170039259,2.291254541,2.1735931,3,Loyal Customer
2684,235,6,3843.910049,11,0.159119754,1.057080178,1.392541719,3,Loyal Customer
2685,511,4,1610.520037,6,1.717855974,0.23429727,-0.103429601,2,Churn Customer
2686,648,1,204.550003,2,2.491576489,-0.999877092,-1.045177721,2,Churn Customer
2687,100,7,4857.140091,12,-0.60330557,1.468471633,2.071224382,3,Loyal Customer
2688,527,6,2095.140018,7,1.808217494,1.057080178,0.221178994,2,Churn Customer
2689,273,5,2343.090004,10,0.373728364,0.645688724,0.387261078,0,Potential Customer
2690,167,6,2328.410017,8,-0.224916705,1.057080178,0.377428116,0,Potential Customer
2691,117,5,2682.850023,8,-0.507296455,0.645688724,0.614839441,0,Potential Customer
2692,114,7,2998.489987,10,-0.52423924,1.468471633,0.826261687,3,Loyal Customer
2693,648,5,2054.939987,8,2.491576489,0.645688724,0.194252173,2,Churn Customer
2695,478,1,641.9700089,3,1.531485339,-0.999877092,-0.752184657,2,Churn Customer
2696,409,3,1117.899998,5,1.141801284,-0.177094184,-0.433396801,2,Churn Customer
2697,127,4,2210.560036,9,-0.450820505,0.23429727,0.298489734,0,Potential Customer
2698,107,5,2888.890005,9,-0.563772405,0.645688724,0.752849328,0,Potential Customer
2699,215,4,2345.410042,8,0.046167854,0.23429727,0.388815088,0,Potential Customer
2700,315,1,864.940033,2,0.610927354,-0.999877092,-0.602834674,2,Churn Customer
2701,103,6,3006.80003,8,-0.586362785,1.057080178,0.831827928,0,Potential Customer
2702,162,2,1656.990002,5,-0.25315468,-0.588485638,-0.072303047,1,New Customer
2703,151,8,4434.540043,10,-0.315278225,1.879863087,1.788158035,3,Loyal Customer
2704,126,6,1631.980019,7,-0.4564681,1.057080178,-0.089055256,0,Potential Customer
2705,176,5,2311.400009,7,-0.17408835,0.645688724,0.366034457,0,Potential Customer
2706,199,7,3408.730036,12,-0.044193665,1.468471633,1.101049048,3,Loyal Customer
2707,187,5,2207.000019,7,-0.111964805,0.645688724,0.296105161,0,Potential Customer
2708,92,9,5233.510086,12,-0.64848633,2.291254541,2.323324873,3,Loyal Customer
2709,272,3,2403.820038,6,0.368080769,-0.177094184,0.427939324,0,Potential Customer
2710,516,3,1455.350021,6,1.746093949,-0.177094184,-0.207365721,2,Churn Customer
2711,648,3,1777.080009,10,2.491576489,-0.177094184,0.008135751,2,Churn Customer
2712,483,5,1546.680025,8,1.559723314,0.645688724,-0.146190975,2,Churn Customer
2713,166,5,2382.670013,8,-0.2305643,0.645688724,0.413772595,0,Potential Customer
2714,613,4,2293.10004,8,2.293910664,0.23429727,0.353776755,2,Churn Customer
2715,295,4,2124.740013,10,0.497975454,0.23429727,0.241005689,0,Potential Customer
2716,154,4,2466.190037,7,-0.29833544,0.23429727,0.469716053,0,Potential Customer
2717,111,6,4280.940044,9,-0.541182025,1.057080178,1.685273546,3,Loyal Customer
2718,318,7,3719.660032,10,0.627870139,1.468471633,1.30931646,3,Loyal Customer
2719,164,5,2406.490051,9,-0.24185949,0.645688724,0.429727755,0,Potential Customer
2720,471,3,2322.750031,5,1.491952174,-0.177094184,0.373636938,2,Churn Customer
2721,248,5,3458.430058,8,0.232538489,0.645688724,1.134339162,0,Potential Customer
2722,153,4,1283.560001,4,-0.303983035,0.23429727,-0.322434268,0,Potential Customer
2723,133,7,6395.098848,9,-0.416934935,1.468471633,3.101381309,3,Loyal Customer
2724,346,4,1709.370022,9,0.786002799,0.23429727,-0.037217814,0,Potential Customer
2725,264,5,3478.11005,11,0.322900009,0.645688724,1.147521232,0,Potential Customer
2726,233,5,2164.840023,7,0.147824564,0.645688724,0.267865514,0,Potential Customer
2727,289,7,4142.130035,10,0.464089884,1.468471633,1.592295699,3,Loyal Customer
2728,398,6,3934.849998,9,1.079677739,1.057080178,1.453455198,3,Loyal Customer
2729,315,3,1622.75003,6,0.610927354,-0.177094184,-0.095237695,0,Potential Customer
2730,204,2,664.3499909,3,-0.015955691,-0.588485638,-0.737194077,1,New Customer
2731,303,7,3734.590019,8,0.543156214,1.468471633,1.319316877,3,Loyal Customer
2732,523,1,367.3799973,2,1.785627114,-0.999877092,-0.936110787,2,Churn Customer
2733,100,7,2463.050041,6,-0.60330557,1.468471633,0.467612818,0,Potential Customer
2734,349,3,2129.150047,6,0.802945584,-0.177094184,0.243959622,0,Potential Customer
2735,456,5,3069.760063,7,1.407238249,0.645688724,0.873999874,2,Churn Customer
2736,252,3,2618.000031,7,0.255128869,-0.177094184,0.57140156,0,Potential Customer
2737,277,4,1998.36001,10,0.396318744,0.23429727,0.156353721,0,Potential Customer
2738,356,6,3017.710056,8,0.842478749,1.057080178,0.839135692,0,Potential Customer
2739,260,1,98.97999955,1,0.300309629,-0.999877092,-1.115890716,1,New Customer
2740,287,6,6029.280106,10,0.452794694,1.057080178,2.856348268,3,Loyal Customer
2741,97,4,2124.930004,10,-0.620248355,0.23429727,0.241132949,0,Potential Customer
2742,145,5,2104.390034,8,-0.349163795,0.645688724,0.227374848,0,Potential Customer
2743,215,6,2409.020016,9,0.046167854,1.057080178,0.431422378,0,Potential Customer
2744,310,6,2226.110006,8,0.582689379,1.057080178,0.30890543,0,Potential Customer
2745,648,1,282.3199959,2,2.491576489,-0.999877092,-0.993085754,2,Churn Customer
2746,648,4,2456.300057,8,2.491576489,0.23429727,0.463091538,2,Churn Customer
2747,238,5,2465.650021,7,0.176062539,0.645688724,0.469354339,0,Potential Customer
2748,188,8,3420.550034,7,-0.10631721,1.879863087,1.10896633,3,Loyal Customer
2749,648,2,1554.030022,6,2.491576489,-0.588485638,-0.141267794,2,Churn Customer
2750,168,8,3722.440022,10,-0.21926911,1.879863087,1.311178555,3,Loyal Customer
2751,231,3,2460.760059,6,0.136529374,-0.177094184,0.466078941,0,Potential Customer
2752,156,6,3516.530037,10,-0.28704025,1.057080178,1.173255742,3,Loyal Customer
2753,119,5,1502.410021,7,-0.496001265,0.645688724,-0.17584395,0,Potential Customer
2754,288,6,3260.860058,11,0.458442289,1.057080178,1.002002646,3,Loyal Customer
2755,96,9,5304.360098,13,-0.62589595,2.291254541,2.370781692,3,Loyal Customer
2756,386,6,3494.47006,9,1.011906599,1.057080178,1.158479509,3,Loyal Customer
2757,166,4,1751.420017,5,-0.2305643,0.23429727,-0.009051848,0,Potential Customer
2758,284,6,2450.710028,6,0.435851909,1.057080178,0.459347219,0,Potential Customer
2759,311,7,4200.130051,10,0.588336974,1.468471633,1.631145322,3,Loyal Customer
2760,251,2,242.9600067,2,0.249481274,-0.588485638,-1.019449898,1,New Customer
2761,443,2,1022.870018,5,1.333819514,-0.588485638,-0.497049868,2,Churn Customer
2762,131,6,2222.409992,8,-0.428230125,1.057080178,0.306427083,0,Potential Customer
2763,203,6,4019.980072,11,-0.021603286,1.057080178,1.510477101,3,Loyal Customer
2764,373,5,2433.380047,8,0.938487864,0.645688724,0.447739236,0,Potential Customer
2765,176,7,3195.310063,7,-0.17408835,1.468471633,0.958095889,3,Loyal Customer
2766,177,5,2554.869999,10,-0.168440755,0.645688724,0.529115746,0,Potential Customer
2767,169,5,3127.690041,10,-0.213621515,0.645688724,0.912802584,0,Potential Customer
2768,199,6,3074.360024,10,-0.044193665,1.057080178,0.877081024,0,Potential Customer
2769,130,9,4589.990015,10,-0.43387772,2.291254541,1.892281677,3,Loyal Customer
2770,381,3,1075.079994,6,0.983668624,-0.177094184,-0.462078535,2,Churn Customer
2771,648,3,2106.910015,8,2.491576489,-0.177094184,0.229062784,2,Churn Customer
2772,648,3,1728.600029,8,2.491576489,-0.177094184,-0.024337154,2,Churn Customer
2773,147,7,5819.100086,9,-0.337868605,1.468471633,2.715565297,3,Loyal Customer
2774,129,11,6395.098848,11,-0.439525315,3.114037449,3.101381309,3,Loyal Customer
2775,648,4,2076.770016,7,2.491576489,0.23429727,0.208874382,2,Churn Customer
2776,376,4,1362.010021,5,0.955430649,0.23429727,-0.269886804,2,Churn Customer
2777,93,5,1983.470047,8,-0.642838735,0.645688724,0.146380113,0,Potential Customer
2778,626,3,1245.61001,4,2.367329399,-0.177094184,-0.347853965,2,Churn Customer
2779,648,1,587.7000007,3,2.491576489,-0.999877092,-0.788535843,2,Churn Customer
2780,196,6,3850.840038,11,-0.06113645,1.057080178,1.39718357,3,Loyal Customer
2781,114,6,1945.260038,9,-0.52423924,1.057080178,0.12078625,0,Potential Customer
2782,150,4,2122.200031,8,-0.32092582,0.23429727,0.239304356,0,Potential Customer
2783,222,8,4228.660048,11,0.085701019,1.879863087,1.650255311,3,Loyal Customer
2784,114,5,2728.35004,9,-0.52423924,0.645688724,0.645316304,0,Potential Customer
2785,127,8,3087.940014,8,-0.450820505,1.879863087,0.886177185,3,Loyal Customer
2786,451,5,3027.830032,7,1.379000274,0.645688724,0.845914263,0,Potential Customer
2787,170,6,2768.150017,9,-0.20797392,1.057080178,0.67197516,0,Potential Customer
2788,265,6,2565.170033,7,0.328547604,1.057080178,0.536014923,0,Potential Customer
2789,98,3,2183.900009,9,-0.61460076,-0.177094184,0.280632291,0,Potential Customer
2790,138,7,3049.310047,8,-0.38869696,1.468471633,0.860302026,3,Loyal Customer
2791,122,2,300.4800034,2,-0.47905848,-0.588485638,-0.980921802,1,New Customer
2792,123,5,2688.460033,7,-0.473410885,0.645688724,0.618597143,0,Potential Customer
2793,102,6,2481.120045,7,-0.59201038,1.057080178,0.479716484,0,Potential Customer
2794,103,3,2203.490005,7,-0.586362785,-0.177094184,0.29375408,0,Potential Customer
2795,648,2,620.699997,4,2.491576489,-0.588485638,-0.766431756,2,Churn Customer
2796,96,6,3400.090031,9,-0.62589595,1.057080178,1.095261792,3,Loyal Customer
2797,209,3,1311.34,5,0.012282284,-0.177094184,-0.303826644,0,Potential Customer
2798,364,5,2936.969997,9,0.887659509,0.645688724,0.785054312,0,Potential Customer
2799,192,5,2482.830032,10,-0.08372683,0.645688724,0.48086187,0,Potential Customer
2800,325,7,4924.850056,12,0.667403304,1.468471633,2.116577932,3,Loyal Customer
2801,295,5,3108.510056,6,0.497975454,0.645688724,0.899955429,0,Potential Customer
2802,110,6,3638.980057,10,-0.54682962,1.057080178,1.255275326,3,Loyal Customer
2803,158,8,3541.810078,9,-0.27574506,1.879863087,1.190188842,3,Loyal Customer
2804,98,6,3104.440048,8,-0.61460076,1.057080178,0.897229253,0,Potential Customer
2805,380,5,2866.500008,8,0.978021029,0.645688724,0.73785204,0,Potential Customer
2806,278,3,943.5700226,6,0.401966339,-0.177094184,-0.550166663,0,Potential Customer
2807,287,3,1060.640007,6,0.452794694,-0.177094184,-0.47175074,0,Potential Customer
2808,648,2,1133.520027,5,2.491576489,-0.588485638,-0.422934179,2,Churn Customer
2809,308,5,3034.740028,8,0.571394189,0.645688724,0.850542723,0,Potential Customer
2810,127,4,2069.319992,7,-0.450820505,0.23429727,0.203884201,0,Potential Customer
2811,459,5,3553.290031,12,1.424181034,0.645688724,1.197878355,0,Potential Customer
2812,286,5,3321.970009,8,0.447147099,0.645688724,1.042935368,0,Potential Customer
2813,331,8,6257.390091,10,0.701288874,1.879863087,3.009141105,3,Loyal Customer
2814,123,5,2873.640022,9,-0.473410885,0.645688724,0.742634571,0,Potential Customer
2815,108,3,2053.710037,9,-0.55812481,-0.177094184,0.193428326,0,Potential Customer
2816,125,5,1560.589996,6,-0.462115695,0.645688724,-0.136873786,0,Potential Customer
2817,648,1,798.9500046,4,2.491576489,-0.999877092,-0.647036174,2,Churn Customer
2818,161,4,3072.290043,9,-0.258802275,0.23429727,0.875694508,0,Potential Customer
2819,444,5,2914.810055,7,1.339467109,0.645688724,0.77021112,0,Potential Customer
2820,648,2,501.1600074,6,2.491576489,-0.588485638,-0.84650214,2,Churn Customer
2821,539,4,1759.670021,6,1.875988634,0.23429727,-0.003525823,2,Churn Customer
2822,648,1,1154.710022,4,2.491576489,-0.999877092,-0.408740677,2,Churn Customer
2823,110,5,1874.760017,7,-0.54682962,0.645688724,0.073563862,0,Potential Customer
2824,282,7,4679.250069,8,0.424556719,1.468471633,1.952069926,3,Loyal Customer
2825,226,5,3709.150043,9,0.108291399,0.645688724,1.30227665,0,Potential Customer
2826,111,9,4999.460045,11,-0.541182025,2.291254541,2.166553263,3,Loyal Customer
2827,193,4,1831.550034,8,-0.078079235,0.23429727,0.044620912,0,Potential Customer
2828,120,3,1283.410007,7,-0.49035367,-0.177094184,-0.322534737,0,Potential Customer
2829,114,5,3341.190018,9,-0.52423924,0.645688724,1.055809332,0,Potential Customer
2830,319,5,4334.880058,10,0.633517734,0.645688724,1.721403694,3,Loyal Customer
2831,203,3,2981.02002,10,-0.021603286,-0.177094184,0.814559938,0,Potential Customer
2832,187,2,788.3400155,4,-0.111964805,-0.588485638,-0.654142967,1,New Customer
2833,178,10,4777.830025,14,-0.16279316,2.702645995,2.018100842,3,Loyal Customer
2834,176,5,2952.280048,9,-0.17408835,0.645688724,0.795309305,0,Potential Customer
2835,136,4,1887.680016,8,-0.39999215,0.23429727,0.082217947,0,Potential Customer
2836,231,4,2235.010052,8,0.136529374,0.23429727,0.314866866,0,Potential Customer
2837,372,3,1212.610016,5,0.932840269,-0.177094184,-0.369958051,2,Churn Customer
2838,464,3,1962.340019,7,1.452419009,-0.177094184,0.132226778,2,Churn Customer
2839,174,4,2513.900017,6,-0.18538354,0.23429727,0.501673195,0,Potential Customer
2841,243,2,929.0600128,5,0.204300514,-0.588485638,-0.559885771,1,New Customer
2842,140,8,5545.2201,10,-0.37740177,1.879863087,2.532114757,3,Loyal Customer
2843,156,1,740.4400254,4,-0.28704025,-0.999877092,-0.686227381,1,New Customer
2844,95,10,4838.980009,9,-0.631543545,2.702645995,2.05906038,3,Loyal Customer
2845,114,7,4067.840019,10,-0.52423924,1.468471633,1.542534694,3,Loyal Customer
2846,154,3,843.25,3,-0.29833544,-0.177094184,-0.617363111,1,New Customer
2847,402,4,3284.820049,10,1.102268119,0.23429727,1.018051549,0,Potential Customer
2848,152,6,3715.040054,9,-0.30963063,1.057080178,1.306221902,3,Loyal Customer
2849,263,1,100.7799988,1,0.317252414,-0.999877092,-1.114685039,1,New Customer
2850,414,3,758.75,3,1.170039259,-0.177094184,-0.673962978,2,Churn Customer
2851,110,11,6012.720077,9,-0.54682962,3.114037449,2.845256014,3,Loyal Customer
2852,274,5,2491.750034,7,0.379375959,0.645688724,0.486836674,0,Potential Customer
2853,335,2,1068.600018,6,0.723879254,-0.588485638,-0.466418958,2,Churn Customer
2854,233,5,1673.850021,7,0.147824564,0.645688724,-0.061009853,0,Potential Customer
2856,126,6,3038.080009,9,-0.4564681,1.057080178,0.852779912,0,Potential Customer
2857,206,6,3921.740082,10,-0.004660501,1.057080178,1.444673902,3,Loyal Customer
2858,108,2,1563.270042,7,-0.55812481,-0.588485638,-0.135078635,1,New Customer
2859,110,5,1505.109985,8,-0.54682962,0.645688724,-0.174035457,0,Potential Customer
2860,251,11,5686.080027,14,0.249481274,3.114037449,2.62646568,3,Loyal Customer
2861,182,5,3255.93005,10,-0.14020278,0.645688724,0.998700423,0,Potential Customer
2862,267,3,1937.680027,6,0.339842794,-0.177094184,0.115709,0,Potential Customer
2863,189,7,2435.910004,7,-0.100669615,1.468471633,0.449433854,0,Potential Customer
2864,648,2,802.1300087,5,2.491576489,-0.588485638,-0.644906141,2,Churn Customer
2865,445,3,1863.170006,7,1.345114704,-0.177094184,0.06580063,2,Churn Customer
2866,122,3,1618.670029,5,-0.47905848,-0.177094184,-0.097970566,0,Potential Customer
2867,648,2,1043.31002,5,2.491576489,-0.588485638,-0.483358727,2,Churn Customer
2868,327,3,1226.840035,6,0.678698494,-0.177094184,-0.360426487,0,Potential Customer
2869,145,6,3324.730049,9,-0.349163795,1.057080178,1.044784101,3,Loyal Customer
2870,152,4,1700.920013,7,-0.30963063,0.23429727,-0.042877807,0,Potential Customer
2871,399,3,1401.909992,4,1.085325334,-0.177094184,-0.24316097,2,Churn Customer
2872,188,8,5138.940048,9,-0.10631721,1.879863087,2.259979885,3,Loyal Customer
2873,100,9,3795.340023,10,-0.60330557,2.291254541,1.3600085,3,Loyal Customer
2874,172,4,1638.429989,8,-0.19667873,0.23429727,-0.084734931,0,Potential Customer
2875,164,2,359.9400024,2,-0.24185949,-0.588485638,-0.941094251,1,New Customer
2876,253,6,3467.189996,11,0.260776464,1.057080178,1.140206752,3,Loyal Customer
2877,291,3,1679.190041,7,0.475385074,-0.177094184,-0.057432997,0,Potential Customer
2878,365,5,2003.360027,8,0.893307104,0.645688724,0.159702837,0,Potential Customer
2879,259,4,1288.41003,4,0.294662034,0.23429727,-0.319185617,0,Potential Customer
2880,223,3,1653.180023,5,0.091348614,-0.177094184,-0.07485505,0,Potential Customer
2881,370,8,3889.139986,12,0.921545079,1.879863087,1.422837676,3,Loyal Customer
2882,223,8,2336.850018,9,0.091348614,1.879863087,0.383081404,3,Loyal Customer
2883,132,3,895.9200096,4,-0.42258253,-0.177094184,-0.582083638,1,New Customer
2884,253,4,1756.20002,6,0.260776464,0.23429727,-0.005850103,0,Potential Customer
2885,582,5,2902.430023,11,2.118835219,0.645688724,0.761918716,2,Churn Customer
2887,648,1,792.830017,3,2.491576489,-0.999877092,-0.65113547,2,Churn Customer
2888,302,3,1279.340012,6,0.537508619,-0.177094184,-0.325260905,0,Potential Customer
2889,246,5,3070.450043,6,0.221243299,0.645688724,0.874462037,0,Potential Customer
2890,352,4,2794.360035,8,0.819888369,0.23429727,0.689531178,0,Potential Customer
2891,143,6,1916.26001,11,-0.360458985,1.057080178,0.101361425,0,Potential Customer
2892,225,3,1827.860039,6,0.102643804,-0.177094184,0.042149276,0,Potential Customer
2893,282,7,4661.099977,9,0.424556719,1.468471633,1.939912615,3,Loyal Customer
2894,512,3,1518.500015,5,1.723503569,-0.177094184,-0.165066535,2,Churn Customer
2895,365,3,1580.720009,6,0.893307104,-0.177094184,-0.123390282,2,Churn Customer
2896,112,6,3345.230026,12,-0.53553443,1.057080178,1.058515414,3,Loyal Customer
2897,207,4,943.2200107,8,0.000987094,0.23429727,-0.550401108,0,Potential Customer
2898,514,2,1206.330006,6,1.734798759,-0.588485638,-0.374164533,2,Churn Customer
2899,241,3,1890.670052,6,0.193005324,-0.177094184,0.084220736,0,Potential Customer
2900,118,2,797.5000076,4,-0.50164886,-0.588485638,-0.648007412,1,New Customer
2901,445,4,2054.960011,7,1.345114704,0.23429727,0.194265585,2,Churn Customer
2902,259,5,2450.470074,8,0.294662034,0.645688724,0.459186493,0,Potential Customer
2903,121,6,2598.730003,8,-0.484706075,1.057080178,0.558494093,0,Potential Customer
2904,149,6,2551.739983,8,-0.326573415,1.057080178,0.527019195,0,Potential Customer
2905,504,3,1600.560005,7,1.678322809,-0.177094184,-0.110101038,2,Churn Customer
2906,240,5,3134.660049,6,0.187357729,0.645688724,0.917471242,0,Potential Customer
2907,102,8,3157.390049,11,-0.59201038,1.879863087,0.932696271,3,Loyal Customer
2908,422,5,2451.180046,7,1.215220019,0.645688724,0.459662048,0,Potential Customer
2909,113,6,4815.10009,9,-0.529886835,1.057080178,2.043065111,3,Loyal Customer
2910,99,6,3505.020046,9,-0.608953165,1.057080178,1.16554611,3,Loyal Customer
2911,334,6,3152.770031,8,0.718231659,1.057080178,0.929601686,0,Potential Customer
2912,549,2,873.8700027,4,1.932464584,-0.588485638,-0.596853193,2,Churn Customer
2913,114,6,2453.389989,10,-0.52423924,1.057080178,0.461142313,0,Potential Customer
2914,253,5,2237.160015,7,0.260776464,0.645688724,0.316306957,0,Potential Customer
2915,412,4,3080.830071,7,1.158744069,0.23429727,0.881414797,0,Potential Customer
2916,186,5,2121.789989,7,-0.1176124,0.645688724,0.239029702,0,Potential Customer
2917,341,5,2371.030052,8,0.757764824,0.645688724,0.405975906,0,Potential Customer
2918,297,9,3645.550022,12,0.509270644,2.291254541,1.259676026,3,Loyal Customer
2919,143,7,3280.910034,10,-0.360458985,1.468471633,1.015432539,3,Loyal Customer
2920,94,4,1631.750011,7,-0.63719114,0.23429727,-0.08920932,0,Potential Customer
2921,157,3,2027.600021,7,-0.281392655,-0.177094184,0.175939292,0,Potential Customer
2922,310,6,3791.270042,9,0.582689379,1.057080178,1.357282342,3,Loyal Customer
2923,397,4,1694.14003,7,1.074030144,0.23429727,-0.047419181,2,Churn Customer
2924,493,2,1304.050005,7,1.616199264,-0.588485638,-0.308709635,2,Churn Customer
2925,232,5,2238.400021,8,0.142176969,0.645688724,0.317137538,0,Potential Customer
2926,102,4,2812.05999,7,-0.59201038,0.23429727,0.701386978,0,Potential Customer
2927,131,8,3829.850037,10,-0.428230125,1.879863087,1.383124028,3,Loyal Customer
2928,98,5,3147.140022,8,-0.61460076,0.645688724,0.925830589,0,Potential Customer
2929,340,3,1800.400017,6,0.752117229,-0.177094184,0.023755979,0,Potential Customer
2930,242,9,3890.560047,13,0.198652919,2.291254541,1.423788862,3,Loyal Customer
2931,648,2,1032.53001,7,2.491576489,-0.588485638,-0.490579403,2,Churn Customer
2932,133,5,3190.620033,10,-0.416934935,0.645688724,0.954954409,0,Potential Customer
2933,163,3,1092.750027,3,-0.247507085,-0.177094184,-0.450242777,0,Potential Customer
2934,151,8,3635.570049,8,-0.315278225,1.879863087,1.252991231,3,Loyal Customer
2935,410,4,1470.810001,6,1.147448879,0.23429727,-0.197010303,2,Churn Customer
2936,185,5,2975.650021,8,-0.123259995,0.645688724,0.810963,0,Potential Customer
2937,443,2,500.9100113,3,1.333819514,-0.588485638,-0.846669592,2,Churn Customer
2938,176,6,2815.650009,11,-0.17408835,1.057080178,0.703791648,0,Potential Customer
2939,223,4,1425.170006,7,0.091348614,0.23429727,-0.227580926,0,Potential Customer
2940,488,4,1637.840023,6,1.587961289,0.23429727,-0.085130103,2,Churn Customer
2941,274,3,1367.780008,5,0.379375959,-0.177094184,-0.266021946,0,Potential Customer
2942,298,6,4737.670059,8,0.514918239,1.057080178,1.991200857,3,Loyal Customer
2943,636,2,632.2900162,1,2.423805349,-0.588485638,-0.758668518,2,Churn Customer
2944,271,6,2400.770037,10,0.362433174,1.057080178,0.425896369,0,Potential Customer
2945,100,5,786.9900055,2,-0.60330557,0.645688724,-0.655047232,0,Potential Customer
2946,471,6,2589.630039,6,1.491952174,1.057080178,0.552398747,2,Churn Customer
2947,149,3,2114.800015,8,-0.326573415,-0.177094184,0.23434767,0,Potential Customer
2948,143,6,2086.490017,9,-0.360458985,1.057080178,0.215385042,0,Potential Customer
2949,106,4,2595.680012,9,-0.56942,0.23429727,0.556451145,0,Potential Customer
