Store Street,Store City,Store State,Store Country,Latitude,Longitude,Store Id
1840 Stony Campus,Caguas,PR,Puerto Rico,18.25293922,-66.37054443,3662
9124 Gentle Pike,Caguas,PR,Puerto Rico,18.26770783,-66.37054443,3663
4905 Umber Corners,Caguas,PR,Puerto Rico,18.21783066,-66.37054443,3674
2517 Shady Branch Avenue,Caguas,PR,Puerto Rico,18.28585625,-66.37054443,3693
3155 Easy Hill,Caguas,PR,Puerto Rico,18.29475594,-66.37054443,3699
7894 Heather Gardens,Caguas,PR,Puerto Rico,18.26703453,-66.37054443,3707
6876 Grand Park,Caguas,PR,Puerto Rico,18.21756554,-66.37054443,3765
4290 Silent Meadow,Caguas,PR,Puerto Rico,18.2559967,-66.37054443,3796
9203 Red Point,Caguas,PR,Puerto Rico,18.27845573,-66.37054443,3811
2803 Pleasant Barn Dell,Caguas,PR,Puerto Rico,18.23220635,-66.37054443,3863
4149 Thunder Goose Wynd,Caguas,PR,Puerto Rico,18.27954674,-66.37054443,3904
6274 Middle Bluff Valley,Caguas,PR,Puerto Rico,18.25798225,-66.37054443,3916
2042 Heather Trace,Caguas,PR,Puerto Rico,18.24803543,-66.37054443,3920
4896 Green Cider Park,Caguas,PR,Puerto Rico,18.23876762,-66.37054443,3922
3941 Blue By-pass,Caguas,PR,Puerto Rico,18.22579575,-66.37054443,3923
896 Thunder Knoll,Caguas,PR,Puerto Rico,18.25728226,-66.37054443,3930
3938 Old Field,Caguas,PR,Puerto Rico,18.22556877,-66.37054443,3935
1607 Hazy Butterfly Swale,Caguas,PR,Puerto Rico,18.25079155,-66.37054443,3940
6115 Sunny Elk Grove,Caguas,PR,Puerto Rico,18.21898079,-66.37054443,3950
1985 Cotton Terrace,Caguas,PR,Puerto Rico,18.29394531,-66.37054443,3952
2720 Stony Field,Caguas,PR,Puerto Rico,18.23827171,-66.37054443,3953
4498 Little Isle,Caguas,PR,Puerto Rico,18.21090698,-66.37054443,3966
7542 Rocky Fox Pike,Caguas,PR,Puerto Rico,18.29216003,-66.37054443,3970
4839 Red Apple Arbor,Caguas,PR,Puerto Rico,18.22022438,-66.37054443,3972
2805 Crystal Moor,Caguas,PR,Puerto Rico,18.20680428,-66.37054443,3980
6575 Little Boulevard,Caguas,PR,Puerto Rico,18.28014183,-66.37054443,4015
5076 Little Square,Caguas,PR,Puerto Rico,18.2497406,-66.37054443,4056
257 Iron Elk Maze,Caguas,PR,Puerto Rico,18.22978401,-66.37054443,4072
1829 Jagged Gate Forest,Caguas,PR,Puerto Rico,18.28873825,-66.37054443,4092
9144 Pleasant Pointe,Caguas,PR,Puerto Rico,18.2015667,-66.37054443,4125
7640 Honey Apple Route,Caguas,PR,Puerto Rico,18.21117592,-66.37054443,4134
3271 Amber Downs,Caguas,PR,Puerto Rico,18.27436447,-66.37054443,4174
6280 Sleepy Brook Diversion,Caguas,PR,Puerto Rico,18.28249931,-66.37054443,4224
1605 Fallen Abbey,Caguas,PR,Puerto Rico,18.25463295,-66.37054443,4225
2358 Cozy Ledge,Caguas,PR,Puerto Rico,18.2725811,-66.37054443,4260
139 Little Bear Chase,Caguas,PR,Puerto Rico,18.22205734,-66.37054443,4274
1306 Emerald Hills Ramp,Caguas,PR,Puerto Rico,18.28787422,-66.37054443,4290
5424 Wishing Wagon  Bank,Caguas,PR,Puerto Rico,18.27340889,-66.37054443,4308
7368 Blue Road,Caguas,PR,Puerto Rico,18.20140457,-66.37054443,4323
6501 Emerald Crest,Caguas,PR,Puerto Rico,18.23265266,-66.37054443,4343
8508 Merry Crest,Caguas,PR,Puerto Rico,18.24948502,-66.37054443,4351
1596 Rocky Run,Caguas,PR,Puerto Rico,18.20697975,-66.37054443,4404
260 Silver Byway,Caguas,PR,Puerto Rico,18.21769142,-66.37054443,4406
7928 Easy Hollow,Caguas,PR,Puerto Rico,18.26070404,-66.37054443,4419
1680 Pleasant Berry Court,Caguas,PR,Puerto Rico,18.29327774,-66.37054443,4456
9404 Heather Bluff Dale,Caguas,PR,Puerto Rico,18.2845192,-66.37054443,4475
7922 Iron Oak Gardens,Caguas,PR,Puerto Rico,18.28954887,-66.37054443,4500
5104 Iron Log Limits,Caguas,PR,Puerto Rico,18.26075363,-66.37054443,4513
3996 Crystal Zephyr Swale,Caguas,PR,Puerto Rico,18.23937416,-66.37054443,4514
6747 Easy Prairie Impasse,Caguas,PR,Puerto Rico,18.21561241,-66.37054443,4915
65 Middle Farms,Caguas,PR,Puerto Rico,18.26190758,-66.37054443,5553
9668 Burning Glen,Caguas,PR,Puerto Rico,18.27467918,-66.37054443,6756
9393 Velvet Horse Row,Caguas,PR,Puerto Rico,18.29217529,-66.37054443,6765
9069 Honey Forest Glade,Caguas,PR,Puerto Rico,18.22800636,-66.37055206,19
5373 Easy Zephyr Expressway,Caguas,PR,Puerto Rico,18.2212677,-66.37055206,33
654 Gentle Acres,Caguas,PR,Puerto Rico,18.28710938,-66.37055206,39
7446 Silent Vista,Caguas,PR,Puerto Rico,18.25485992,-66.37055206,43
8581 Broad Trace,Caguas,PR,Puerto Rico,18.20765877,-66.37055206,91
3202 Fallen Point,Caguas,PR,Puerto Rico,18.260149,-66.37055206,133
8906 Silver Link,Caguas,PR,Puerto Rico,18.23178291,-66.37055206,177
409 Iron Park,Caguas,PR,Puerto Rico,18.21868324,-66.37055206,213
3544 Gentle Concession,Caguas,PR,Puerto Rico,18.28627777,-66.37055206,230
1800 Tawny Zephyr Terrace,Caguas,PR,Puerto Rico,18.21206093,-66.37055206,243
866 Burning Street,Caguas,PR,Puerto Rico,18.29597855,-66.37055206,245
6943 Umber Butterfly Port,Caguas,PR,Puerto Rico,18.23588371,-66.37055206,263
4316 Misty Way,Caguas,PR,Puerto Rico,18.27610588,-66.37055206,293
6695 Quaking Lagoon Grove,Caguas,PR,Puerto Rico,18.28263283,-66.37055206,326
9900 Hidden Rise Downs,Caguas,PR,Puerto Rico,18.21440125,-66.37055206,345
937 Amber Ledge,Caguas,PR,Puerto Rico,18.2840786,-66.37055206,347
8799 Quaking Arbor,Caguas,PR,Puerto Rico,18.20829773,-66.37055206,364
8718 Shady Bank,Caguas,PR,Puerto Rico,18.25025559,-66.37055206,369
6682 Shady Trail,Caguas,PR,Puerto Rico,18.20232201,-66.37055206,398
4110 Quaking Abbey,Caguas,PR,Puerto Rico,18.26521111,-66.37055206,402
3099 Blue Spring Glen,Caguas,PR,Puerto Rico,18.24618149,-66.37055206,410
6174 Honey Lookout,Caguas,PR,Puerto Rico,18.22649193,-66.37055206,420
4712 Quiet Sky Close,Caguas,PR,Puerto Rico,18.29528809,-66.37055206,439
5406 Misty Timber End,Caguas,PR,Puerto Rico,18.23394966,-66.37055206,461
9660 Dewy Leaf Freeway,Caguas,PR,Puerto Rico,18.25462341,-66.37055206,488
5299 Indian Treasure Mount,Caguas,PR,Puerto Rico,18.2769146,-66.37055206,538
3634 Burning Park,Caguas,PR,Puerto Rico,18.27455521,-66.37055206,546
6501 Emerald Crest,Caguas,PR,Puerto Rico,18.26163292,-66.37055206,564
2805 Silver Glade,Caguas,PR,Puerto Rico,18.29695511,-66.37055206,595
6955 Lost Ramp,Caguas,PR,Puerto Rico,18.26909638,-66.37055206,598
5509 Golden Sky Towers,Caguas,PR,Puerto Rico,18.23311997,-66.37055206,603
531 Round Fox Route,Caguas,PR,Puerto Rico,18.24426651,-66.37055206,613
7489 Crystal Treasure Run,Caguas,PR,Puerto Rico,18.29609489,-66.37055206,645
4906 Umber Lookout,Caguas,PR,Puerto Rico,18.26825523,-66.37055206,647
2175 Hazy Deer Valley,Caguas,PR,Puerto Rico,18.24061394,-66.37055206,657
3579 Bright Fox Villas,Caguas,PR,Puerto Rico,18.21300125,-66.37055206,693
5184 Amber Cider Towers,Caguas,PR,Puerto Rico,18.2556572,-66.37055206,711
4746 Quaking Bear Valley,Caguas,PR,Puerto Rico,18.21456718,-66.37055206,716
6964 Colonial Square,Caguas,PR,Puerto Rico,18.20955658,-66.37055206,731
2275 Indian Embers Range,Caguas,PR,Puerto Rico,18.21537018,-66.37055206,748
2744 Quiet Cider Lane,Caguas,PR,Puerto Rico,18.2278347,-66.37055206,754
29 Golden Grove Ramp,Caguas,PR,Puerto Rico,18.20601082,-66.37055206,756
7627 Dusty Hills Lane,Caguas,PR,Puerto Rico,18.21858978,-66.37055206,772
9695 Bright Path,Caguas,PR,Puerto Rico,18.21630096,-66.37055206,818
1467 Hazy Hills By-pass,Caguas,PR,Puerto Rico,18.26799583,-66.37055206,830
2517 Green Bluff Stead,Caguas,PR,Puerto Rico,18.2150631,-66.37055206,831
9235 Golden Dell,Caguas,PR,Puerto Rico,18.24857521,-66.37055206,838
6098 Shady Pointe,Caguas,PR,Puerto Rico,18.2164135,-66.37055206,883
4311 Thunder Heath,Caguas,PR,Puerto Rico,18.21058846,-66.37055206,897
4321 Stony Thicket,Caguas,PR,Puerto Rico,18.28639412,-66.37055206,911
1734 Indian Hickory Trace,Caguas,PR,Puerto Rico,18.2751503,-66.37055206,913
1836 Hazy Log Street,Caguas,PR,Puerto Rico,18.29838562,-66.37055206,947
9739 Round Spring Expressway,Caguas,PR,Puerto Rico,18.26463318,-66.37055206,974
6657 Rustic Brook Line,Caguas,PR,Puerto Rico,18.28129768,-66.37055206,987
3737 Blue Path,Caguas,PR,Puerto Rico,18.28105354,-66.37055206,1007
1306 Emerald Hills Ramp,Caguas,PR,Puerto Rico,18.27001953,-66.37055206,1035
1230 Gentle Isle,Caguas,PR,Puerto Rico,18.22452164,-66.37055206,1049
2704 Colonial Barn Nook,Caguas,PR,Puerto Rico,18.28598213,-66.37055206,1071
7620 Thunder Gate,Caguas,PR,Puerto Rico,18.25436783,-66.37055206,1090
1034 Dusty Pine Green,Caguas,PR,Puerto Rico,18.28960037,-66.37055206,1098
3691 Gentle Way,Caguas,PR,Puerto Rico,18.25635529,-66.37055206,1134
6629 Iron Embers View,Caguas,PR,Puerto Rico,18.28748894,-66.37055206,1137
4534 Shady Alley,Caguas,PR,Puerto Rico,18.27880096,-66.37055206,1148
1320 Dewy Hickory Cove,Caguas,PR,Puerto Rico,18.28016663,-66.37055206,1175
3886 Silent View Range,Caguas,PR,Puerto Rico,18.21221161,-66.37055206,1203
1454 Green Jetty,Caguas,PR,Puerto Rico,18.29623795,-66.37055206,1212
5346 Clear Hills Way,Caguas,PR,Puerto Rico,18.25953102,-66.37055206,1213
7509 Noble Gate,Caguas,PR,Puerto Rico,18.24031067,-66.37055206,1281
9644 Emerald Harbour,Caguas,PR,Puerto Rico,18.28138733,-66.37055206,1305
8063 Golden Street,Caguas,PR,Puerto Rico,18.22422409,-66.37055206,1314
8426 Dusty Fox Passage,Caguas,PR,Puerto Rico,18.22977448,-66.37055206,1324
4775 Old Street,Caguas,PR,Puerto Rico,18.25805283,-66.37055206,1337
7897 Foggy Estates,Caguas,PR,Puerto Rico,18.26959038,-66.37055206,1421
1320 Cinder Prairie Mountain,Caguas,PR,Puerto Rico,18.23262215,-66.37055206,1436
9430 Merry Leaf Harbour,Caguas,PR,Puerto Rico,18.28012466,-66.37055206,1482
7869 Round Cider Square,Caguas,PR,Puerto Rico,18.25274658,-66.37055206,1496
5735 Round Beacon Terrace,Caguas,PR,Puerto Rico,18.27332115,-66.37055206,1521
9417 Colonial Mountain,Caguas,PR,Puerto Rico,18.269207,-66.37055206,1535
5514 Fallen Round,Caguas,PR,Puerto Rico,18.26736641,-66.37055206,1538
1143 Quaking Brook Alley,Caguas,PR,Puerto Rico,18.2550354,-66.37055206,1561
1840 Sleepy Gardens,Caguas,PR,Puerto Rico,18.27115631,-66.37055206,1644
9468 Red Corner,Caguas,PR,Puerto Rico,18.25932121,-66.37055206,1645
7155 Cozy Valley,Caguas,PR,Puerto Rico,18.26816559,-66.37055206,1658
2972 Pleasant Branch Road,Caguas,PR,Puerto Rico,18.2023468,-66.37055206,1665
6888 Dewy Nectar Inlet,Caguas,PR,Puerto Rico,18.22067261,-66.37055206,1685
9514 Clear Mountain Carrefour,Caguas,PR,Puerto Rico,18.23187256,-66.37055206,1759
6630 Sleepy Mews,Caguas,PR,Puerto Rico,18.23932457,-66.37055206,1761
7902 Blue Mountain,Caguas,PR,Puerto Rico,18.26375771,-66.37055206,1772
7383 Green Run,Caguas,PR,Puerto Rico,18.27666283,-66.37055206,1825
5002 Cinder Ridge,Caguas,PR,Puerto Rico,18.200737,-66.37055206,1845
3853 Golden Rise Island,Caguas,PR,Puerto Rico,18.29409218,-66.37055206,1853
7168 Emerald Field,Caguas,PR,Puerto Rico,18.28671837,-66.37055206,1965
6867 Honey Heights,Caguas,PR,Puerto Rico,18.24286652,-66.37055206,1968
4692 Stony Island,Caguas,PR,Puerto Rico,18.26864052,-66.37055206,1989
2736 Easy Gardens,Caguas,PR,Puerto Rico,18.21064186,-66.37055206,1994
9552 Quaking Edge,Caguas,PR,Puerto Rico,18.29421806,-66.37055206,2004
6534 Cinder Campus,Caguas,PR,Puerto Rico,18.25239372,-66.37055206,2019
5559 Colonial Prairie Manor,Caguas,PR,Puerto Rico,18.20882988,-66.37055206,2051
4972 Rocky Street,Caguas,PR,Puerto Rico,18.28738594,-66.37055206,2052
6909 Shady Sky Park,Caguas,PR,Puerto Rico,18.29775429,-66.37055206,2062
8612 Merry Horse Campus,Caguas,PR,Puerto Rico,18.23119164,-66.37055206,2067
1548 Lazy Place,Caguas,PR,Puerto Rico,18.20737648,-66.37055206,2098
3570 Emerald Oak Pike,Caguas,PR,Puerto Rico,18.22914124,-66.37055206,2101
847 Dewy Berry Acres,Caguas,PR,Puerto Rico,18.20887756,-66.37055206,2104
8665 Hidden Sky Concession,Caguas,PR,Puerto Rico,18.25583649,-66.37055206,2110
2330 Noble Glen,Caguas,PR,Puerto Rico,18.22644043,-66.37055206,2158
3202 Lazy Maze,Caguas,PR,Puerto Rico,18.28425026,-66.37055206,2185
6379 Lazy Arbor,Caguas,PR,Puerto Rico,18.29329681,-66.37055206,2186
445 Hazy Lake Hill,Caguas,PR,Puerto Rico,18.26319695,-66.37055206,2196
8013 Harvest Close,Caguas,PR,Puerto Rico,18.28954887,-66.37055206,2218
9753 Little Willow Estates,Caguas,PR,Puerto Rico,18.29483223,-66.37055206,2219
5351 Blue Treasure Square,Caguas,PR,Puerto Rico,18.27131271,-66.37055206,2241
547 Cinder Oak Glade,Caguas,PR,Puerto Rico,18.24522018,-66.37055206,2245
7658 Hazy Mountain Plaza,Caguas,PR,Puerto Rico,18.29226112,-66.37055206,2263
3948 Tawny Crest,Caguas,PR,Puerto Rico,18.24923897,-66.37055206,2351
3741 Tawny Knoll,Caguas,PR,Puerto Rico,18.21148682,-66.37055206,2352
7487 Colonial Byway,Caguas,PR,Puerto Rico,18.23530006,-66.37055206,2372
3235 Merry Way,Caguas,PR,Puerto Rico,18.26543236,-66.37055206,2386
7746 Burning Barn Isle,Caguas,PR,Puerto Rico,18.29870606,-66.37055206,2405
4149 Gentle Log Cape,Caguas,PR,Puerto Rico,18.20575523,-66.37055206,2433
1098 Fallen By-pass,Caguas,PR,Puerto Rico,18.20590019,-66.37055206,2443
9882 Cotton Abbey,Caguas,PR,Puerto Rico,18.23222351,-66.37055206,2457
6879 Emerald Way,Caguas,PR,Puerto Rico,18.2363224,-66.37055206,2476
7958 Thunder Apple Street,Caguas,PR,Puerto Rico,18.27920532,-66.37055206,2524
1538 Sunny Lagoon Mews,Caguas,PR,Puerto Rico,18.29089546,-66.37055206,2548
3387 Fallen Pine Walk,Caguas,PR,Puerto Rico,18.23904419,-66.37055206,2569
5892 Emerald Shadow Boulevard,Caguas,PR,Puerto Rico,18.24539948,-66.37055206,2584
8874 High Blossom View,Caguas,PR,Puerto Rico,18.27619171,-66.37055206,2602
2749 Bright Falls,Caguas,PR,Puerto Rico,18.28681755,-66.37055206,2613
7533 Thunder Wagon  Beach,Caguas,PR,Puerto Rico,18.20541,-66.37055206,2632
1853 High Common,Caguas,PR,Puerto Rico,18.27746964,-66.37055206,2638
1513 Sunny Plaza,Caguas,PR,Puerto Rico,18.22225761,-66.37055206,2639
1070 Dusty Beacon Maze,Caguas,PR,Puerto Rico,18.24057007,-66.37055206,2648
6341 Green Panda Impasse,Caguas,PR,Puerto Rico,18.27255058,-66.37055206,2655
2749 Bright Falls,Caguas,PR,Puerto Rico,18.27465439,-66.37055206,2657
8022 Iron Turnabout,Caguas,PR,Puerto Rico,18.27747154,-66.37055206,2684
3741 Noble Nook,Caguas,PR,Puerto Rico,18.24425125,-66.37055206,2709
9809 Indian Berry Hollow,Caguas,PR,Puerto Rico,18.21547127,-66.37055206,2751
5387 Amber Campus,Caguas,PR,Puerto Rico,18.28236961,-66.37055206,2757
8736 Wishing Hickory Townline,Caguas,PR,Puerto Rico,18.2091713,-66.37055206,2759
2137 Silver Brook Square,Caguas,PR,Puerto Rico,18.24098587,-66.37055206,2761
1540 Round Way,Caguas,PR,Puerto Rico,18.24152374,-66.37055206,2769
8093 Green Leaf Vista,Caguas,PR,Puerto Rico,18.25181198,-66.37055206,2778
2070 Indian Leaf Edge,Caguas,PR,Puerto Rico,18.24205589,-66.37055206,2803
3760 Rocky Village,Caguas,PR,Puerto Rico,18.28386116,-66.37055206,2820
1438 Honey Bay,Caguas,PR,Puerto Rico,18.26201057,-66.37055206,2839
472 Foggy Gate Way,Caguas,PR,Puerto Rico,18.29744721,-66.37055206,2842
5166 Umber Run,Caguas,PR,Puerto Rico,18.21926308,-66.37055206,2866
3702 Broad Path,Caguas,PR,Puerto Rico,18.21552086,-66.37055206,2882
6077 Clear Mountain Abbey,Caguas,PR,Puerto Rico,18.24258804,-66.37055206,2900
3493 Middle Fawn Line,Caguas,PR,Puerto Rico,18.22797585,-66.37055206,2909
92 Heather Cloud Circle,Caguas,PR,Puerto Rico,18.28970146,-66.37055206,2952
472 Hidden River Plaza,Caguas,PR,Puerto Rico,18.28128815,-66.37055206,3011
5546 Old Rabbit Towers,Caguas,PR,Puerto Rico,18.22915268,-66.37055206,3021
1793 Rustic Expressway,Caguas,PR,Puerto Rico,18.26234436,-66.37055206,3029
2122 Crystal Mountain,Caguas,PR,Puerto Rico,18.20679855,-66.37055206,3048
1828 Clear Barn Cove,Caguas,PR,Puerto Rico,18.28329086,-66.37055206,3056
9739 Round Spring Expressway,Caguas,PR,Puerto Rico,18.21910286,-66.37055206,3083
2770 Merry Heath,Caguas,PR,Puerto Rico,18.27892685,-66.37055206,3103
37 Lost Hills Maze,Caguas,PR,Puerto Rico,18.25778198,-66.37055206,3137
3539 Gentle Heights,Caguas,PR,Puerto Rico,18.28523636,-66.37055206,3146
7119 Iron Creek Farm,Caguas,PR,Puerto Rico,18.23580742,-66.37055206,3149
1726 Easy Highway,Caguas,PR,Puerto Rico,18.29910088,-66.37055206,3170
9881 Golden Concession,Caguas,PR,Puerto Rico,18.22854996,-66.37055206,3188
8906 Cotton Alley,Caguas,PR,Puerto Rico,18.26916504,-66.37055206,3214
6025 Cotton Pond Farm,Caguas,PR,Puerto Rico,18.26179504,-66.37055206,3232
8852 Shady Glade,Caguas,PR,Puerto Rico,18.22382355,-66.37055206,3265
8189 Clear Key,Caguas,PR,Puerto Rico,18.26879501,-66.37055206,3279
4047 Indian Range,Caguas,PR,Puerto Rico,18.22236061,-66.37055206,3310
7342 Hidden Walk,Caguas,PR,Puerto Rico,18.27673721,-66.37055206,3343
9393 Honey Autoroute,Caguas,PR,Puerto Rico,18.21552849,-66.37055206,3352
4804 Quiet Hickory Woods,Caguas,PR,Puerto Rico,18.25700569,-66.37055206,3391
5310 Crystal Hills Mount,Caguas,PR,Puerto Rico,18.27754593,-66.37055206,3420
7588 High Way,Caguas,PR,Puerto Rico,18.24249649,-66.37055206,3431
8335 Little Rise Downs,Caguas,PR,Puerto Rico,18.29319572,-66.37055206,3451
9881 Heather Isle,Caguas,PR,Puerto Rico,18.21810341,-66.37055206,3466
4294 High Passage,Caguas,PR,Puerto Rico,18.25921631,-66.37055206,3486
1258 Stony Wynd,Caguas,PR,Puerto Rico,18.20127678,-66.37055206,3494
1143 Golden Quail Gardens,Caguas,PR,Puerto Rico,18.24309158,-66.37055206,3523
65 Stony Concession,Caguas,PR,Puerto Rico,18.24758339,-66.37055206,3555
7240 Sleepy Goose Path,Caguas,PR,Puerto Rico,18.20791245,-66.37055206,3565
7475 Green Butterfly Way,Caguas,PR,Puerto Rico,18.21412468,-66.37055206,3575
442 Clear Stead,Caguas,PR,Puerto Rico,18.26063728,-66.37055206,3577
495 Grand Extension,Caguas,PR,Puerto Rico,18.2363739,-66.37055206,3618
5517 Harvest Centre,Caguas,PR,Puerto Rico,18.2580719,-66.37055206,3619
3761 Foggy Autumn Crossing,Caguas,PR,Puerto Rico,18.28686905,-66.37055206,3634
2439 Old Grove,Caguas,PR,Puerto Rico,18.24083519,-66.37055206,3665
384 Easy Embers Trace,Caguas,PR,Puerto Rico,18.24709702,-66.37055206,3675
6036 Grand Log Path,Caguas,PR,Puerto Rico,18.23916245,-66.37055206,3679
5010 Emerald Hollow,Caguas,PR,Puerto Rico,18.27510262,-66.37055206,3689
9556 Sleepy Branch Arbor,Caguas,PR,Puerto Rico,18.2181015,-66.37055206,3703
5676 Bright Parade,Caguas,PR,Puerto Rico,18.20228958,-66.37055206,3795
7324 Iron Fawn Beach,Caguas,PR,Puerto Rico,18.24552155,-66.37055206,3798
6336 Fallen Village,Caguas,PR,Puerto Rico,18.29341888,-66.37055206,3802
4606 Umber Range,Caguas,PR,Puerto Rico,18.21491623,-66.37055206,3804
2672 Colonial Robin Glade,Caguas,PR,Puerto Rico,18.29051399,-66.37055206,3818
6296 Misty Goose Avenue,Caguas,PR,Puerto Rico,18.24341583,-66.37055206,3830
5301 Blue Street,Caguas,PR,Puerto Rico,18.21330071,-66.37055206,3842
6051 Velvet Abbey,Caguas,PR,Puerto Rico,18.26982689,-66.37055206,3864
8473 Broad Grove Heights,Caguas,PR,Puerto Rico,18.27822304,-66.37055206,3865
733 Tawny Nectar Link,Caguas,PR,Puerto Rico,18.27353287,-66.37055206,3872
3305 Foggy Vale,Caguas,PR,Puerto Rico,18.24597931,-66.37055206,3878
5707 Iron Brook Harbour,Caguas,PR,Puerto Rico,18.29764557,-66.37055206,3881
1656 Honey Rise Village,Caguas,PR,Puerto Rico,18.29772949,-66.37055206,3890
5656 Burning By-pass,Caguas,PR,Puerto Rico,18.25046539,-66.37055206,3892
1731 Pleasant Fox Campus,Caguas,PR,Puerto Rico,18.26544762,-66.37055206,3893
2749 Bright Falls,Caguas,PR,Puerto Rico,18.28305244,-66.37055206,3913
6150 Bright Treasure Path,Caguas,PR,Puerto Rico,18.25323486,-66.37055206,3914
5546 Gentle Point,Caguas,PR,Puerto Rico,18.26595497,-66.37055206,3955
2442 Tawny Loop,Caguas,PR,Puerto Rico,18.23007774,-66.37055206,3957
9731 Lost Creek Hollow,Caguas,PR,Puerto Rico,18.28960228,-66.37055206,4049
8679 Thunder Branch Gardens,Caguas,PR,Puerto Rico,18.26583862,-66.37055206,4074
7909 Golden Highway,Caguas,PR,Puerto Rico,18.22317886,-66.37055206,4087
2330 Green Concession,Caguas,PR,Puerto Rico,18.24821472,-66.37055206,4100
4462 Blue Drive,Caguas,PR,Puerto Rico,18.20509148,-66.37055206,4111
9709 Dewy Pointe,Caguas,PR,Puerto Rico,18.28710365,-66.37055206,4120
9712 Fallen Robin Diversion,Caguas,PR,Puerto Rico,18.2048626,-66.37055206,4128
2845 Misty Mountain Freeway,Caguas,PR,Puerto Rico,18.24501419,-66.37055206,4145
4806 Dusty Bear Avenue,Caguas,PR,Puerto Rico,18.2953167,-66.37055206,4226
4560 Hidden Ridge,Caguas,PR,Puerto Rico,18.22832108,-66.37055206,4247
6460 Golden Meadow,Caguas,PR,Puerto Rico,18.23205757,-66.37055206,4278
9140 Gentle Moor,Caguas,PR,Puerto Rico,18.29596901,-66.37055206,4303
1795 Fallen Corners,Caguas,PR,Puerto Rico,18.21424675,-66.37055206,4326
8927 Broad Embers Corners,Caguas,PR,Puerto Rico,18.26211739,-66.37055206,4367
3915 Iron Corner,Caguas,PR,Puerto Rico,18.27499962,-66.37055206,4414
7455 High Promenade,Caguas,PR,Puerto Rico,18.25260162,-66.37055206,4423
9634 Bright Robin Circle,Caguas,PR,Puerto Rico,18.29694176,-66.37055206,4457
6336 Fallen Village,Caguas,PR,Puerto Rico,18.26316261,-66.37055206,4484
6640 Sunny Via,Caguas,PR,Puerto Rico,18.23308182,-66.37055206,4515
7463 Sunny Embers Gate,Caguas,PR,Puerto Rico,18.2190361,-66.37055206,6751
6481 Wishing Anchor Centre,Caguas,PR,Puerto Rico,18.20976257,-66.37055969,6
3761 Foggy Autumn Crossing,Caguas,PR,Puerto Rico,18.27907372,-66.37055969,66
9882 Heather Gate,Caguas,PR,Puerto Rico,18.24666977,-66.37055969,74
9095 Middle Pony Pike,Caguas,PR,Puerto Rico,18.27434158,-66.37055969,96
3562 Clear Glen,Caguas,PR,Puerto Rico,18.27152634,-66.37055969,111
3050 Rustic Pine Expressway,Caguas,PR,Puerto Rico,18.28016281,-66.37055969,128
9768 Indian Lake Pathway,Caguas,PR,Puerto Rico,18.2732029,-66.37055969,176
6292 Grand Rabbit Farms,Caguas,PR,Puerto Rico,18.25253296,-66.37055969,215
5393 Umber Wynd,Caguas,PR,Puerto Rico,18.21910477,-66.37055969,220
1112 Sunny Pond Wood,Caguas,PR,Puerto Rico,18.2176075,-66.37055969,231
263 Harvest Wood,Caguas,PR,Puerto Rico,18.24826622,-66.37055969,248
2676 Velvet Common,Caguas,PR,Puerto Rico,18.29933739,-66.37055969,252
4421 Cinder Ramp,Caguas,PR,Puerto Rico,18.28408623,-66.37055969,272
6759 Clear Maze,Caguas,PR,Puerto Rico,18.23380089,-66.37055969,277
331 Fallen Chase,Caguas,PR,Puerto Rico,18.20764923,-66.37055969,286
8279 Sleepy Willow Bay,Caguas,PR,Puerto Rico,18.21093369,-66.37055969,299
5950 Misty Branch Dale,Caguas,PR,Puerto Rico,18.28432274,-66.37055969,307
482 Easy Avenue,Caguas,PR,Puerto Rico,18.22202492,-66.37055969,312
1070 Dusty Beacon Maze,Caguas,PR,Puerto Rico,18.21605682,-66.37055969,333
5007 Little Barn Inlet,Caguas,PR,Puerto Rico,18.20004654,-66.37055969,350
4182 Indian Pond Freeway,Caguas,PR,Puerto Rico,18.20079422,-66.37055969,403
8261 Hazy Falls,Caguas,PR,Puerto Rico,18.20860863,-66.37055969,406
4311 Round Ridge,Caguas,PR,Puerto Rico,18.25130081,-66.37055969,434
3931 Green Acres,Caguas,PR,Puerto Rico,18.29062271,-66.37055969,490
9092 Middle Deer Dale,Caguas,PR,Puerto Rico,18.29018974,-66.37055969,496
357 Noble Lane,Caguas,PR,Puerto Rico,18.20989609,-66.37055969,541
5760 Hazy Glade,Caguas,PR,Puerto Rico,18.25789261,-66.37055969,543
3915 Iron Corner,Caguas,PR,Puerto Rico,18.20688438,-66.37055969,548
1658 Emerald Pony Green,Caguas,PR,Puerto Rico,18.25432777,-66.37055969,566
6967 Cinder Pond Gate,Caguas,PR,Puerto Rico,18.24199867,-66.37055969,570
6336 Shady Turnabout,Caguas,PR,Puerto Rico,18.20002556,-66.37055969,571
8719 Dewy Goose Via,Caguas,PR,Puerto Rico,18.22671509,-66.37055969,574
7168 Amber Row,Caguas,PR,Puerto Rico,18.20303345,-66.37055969,639
9332 Silent Towers,Caguas,PR,Puerto Rico,18.274189,-66.37055969,656
223 Sleepy Trace,Caguas,PR,Puerto Rico,18.26105499,-66.37055969,679
4853 Silent Mount,Caguas,PR,Puerto Rico,18.25718308,-66.37055969,698
5958 Emerald Nook,Caguas,PR,Puerto Rico,18.28677559,-66.37055969,724
